model_id_train,dataset_id_train,prompt_id_train,subset_id_train,input_type_train,model_id_test,dataset_id_test,prompt_id_test,subset_id_test,input_type_test,layer,fold,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__classifier_cut,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__optimal_train_set_cut,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_roc_auc,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_accuracy_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_accuracy_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_f1_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_f1_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_precision_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_precision_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_recall_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_recall_score,direction__center_from_origin_False__classifier_cut_zero__classifier_cut,direction__center_from_origin_False__classifier_cut_zero__optimal_train_set_cut,direction__center_from_origin_False__classifier_cut_zero__test_roc_auc,direction__center_from_origin_False__classifier_cut_zero__train_accuracy_score,direction__center_from_origin_False__classifier_cut_zero__test_accuracy_score,direction__center_from_origin_False__classifier_cut_zero__train_f1_score,direction__center_from_origin_False__classifier_cut_zero__test_f1_score,direction__center_from_origin_False__classifier_cut_zero__train_precision_score,direction__center_from_origin_False__classifier_cut_zero__test_precision_score,direction__center_from_origin_False__classifier_cut_zero__train_recall_score,direction__center_from_origin_False__classifier_cut_zero__test_recall_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__classifier_cut,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__optimal_train_set_cut,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_roc_auc,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_accuracy_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_accuracy_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_f1_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_f1_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_precision_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_precision_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_recall_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_recall_score,direction__center_from_origin_True__classifier_cut_zero__classifier_cut,direction__center_from_origin_True__classifier_cut_zero__optimal_train_set_cut,direction__center_from_origin_True__classifier_cut_zero__test_roc_auc,direction__center_from_origin_True__classifier_cut_zero__train_accuracy_score,direction__center_from_origin_True__classifier_cut_zero__test_accuracy_score,direction__center_from_origin_True__classifier_cut_zero__train_f1_score,direction__center_from_origin_True__classifier_cut_zero__test_f1_score,direction__center_from_origin_True__classifier_cut_zero__train_precision_score,direction__center_from_origin_True__classifier_cut_zero__test_precision_score,direction__center_from_origin_True__classifier_cut_zero__train_recall_score,direction__center_from_origin_True__classifier_cut_zero__test_recall_score
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,birth_years_4k,base,main,prompt_only,16,0,0.0790238231420517,0.0790238231420517,0.9018838908112264,0.8290793072014585,0.8333333333333334,0.827902707664066,0.831013916500994,0.833641404805915,0.842741935483871,0.8222424794895169,0.8196078431372549,0.0,0.0790238231420517,0.9018838908112264,0.8263445761166819,0.8215686274509804,0.8295302013422818,0.8260038240917782,0.8145869947275922,0.8059701492537313,0.845031905195989,0.8470588235294118,0.07457473129034042,0.07457473129034042,0.9018838908112264,0.8290793072014585,0.8333333333333334,0.827902707664066,0.831013916500994,0.833641404805915,0.842741935483871,0.8222424794895169,0.8196078431372549,0.0,0.07457473129034042,0.9018838908112264,0.8258887876025525,0.8254901960784313,0.8290062667860341,0.8291746641074856,0.8144239226033422,0.8120300751879699,0.8441203281677302,0.8470588235294118
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,birth_years_4k,base,main,prompt_only,16,1,0.11045651137828827,0.11045651137828827,0.8956927297668039,0.8350277264325323,0.8203703703703704,0.8307254623044097,0.8166351606805293,0.8529698149951315,0.833976833976834,0.8096118299445472,0.8,0.0,0.11045651137828827,0.8956927297668039,0.8290203327171903,0.812962962962963,0.831511839708561,0.818018018018018,0.8195691202872532,0.7964912280701755,0.8438077634011091,0.8407407407407408,0.09790235757827759,0.09790235757827759,0.8956927297668039,0.8350277264325323,0.8203703703703704,0.8307254623044097,0.8166351606805293,0.8529698149951315,0.833976833976834,0.8096118299445472,0.8,0.0,0.09790235757827759,0.8956927297668039,0.8299445471349353,0.8166666666666667,0.8315018315018315,0.8209764918625678,0.8239564428312159,0.8021201413427562,0.8391866913123844,0.8407407407407408
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,birth_years_4k,base,main,prompt_only,16,2,0.14956051111221313,0.14956051111221313,0.9209123966942148,0.8249767873723306,0.8436363636363636,0.8174334140435835,0.8389513108614233,0.854251012145749,0.8648648648648649,0.7836583101207056,0.8145454545454546,0.0,0.14956051111221313,0.9209123966942148,0.8184772516248839,0.8418181818181818,0.8215426745778184,0.8476357267950964,0.8078994614003591,0.8175675675675675,0.8356545961002786,0.88,0.13609300553798676,0.13609300553798676,0.9209123966942148,0.8249767873723306,0.8436363636363636,0.8174334140435835,0.8389513108614233,0.854251012145749,0.8648648648648649,0.7836583101207056,0.8145454545454546,0.0,0.13609300553798676,0.9209123966942148,0.8221912720519963,0.8363636363636363,0.8240698208543867,0.8415492957746479,0.8154545454545454,0.8156996587030717,0.8328690807799443,0.8690909090909091
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,birth_years_4k,base,main,prompt_only,16,3,0.14165008068084717,0.14165008068084717,0.8907340668813831,0.8311382878645344,0.8131487889273357,0.8239333006375674,0.8091872791519434,0.860655737704918,0.8267148014440433,0.7902163687676388,0.7923875432525952,0.0,0.14165008068084717,0.8907340668813831,0.823612417685795,0.8062283737024222,0.826308476146364,0.8133333333333334,0.8138686131386861,0.7845659163987139,0.839134524929445,0.8442906574394463,0.12071746587753296,0.12071746587753296,0.8907340668813831,0.8311382878645344,0.8131487889273357,0.8239333006375674,0.8091872791519434,0.860655737704918,0.8267148014440433,0.7902163687676388,0.7923875432525952,0.0,0.12071746587753296,0.8907340668813831,0.8264346190028222,0.8062283737024222,0.827328029948526,0.8114478114478114,0.8230912476722533,0.7901639344262295,0.8316086547507056,0.8339100346020761
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,birth_years_4k,base,main,prompt_only,16,4,0.15256112813949585,0.15256112813949585,0.9129812488253407,0.8232323232323232,0.8479087452471483,0.815347721822542,0.841897233201581,0.8534136546184738,0.8765432098765432,0.7805325987144169,0.8098859315589354,0.0,0.15256112813949585,0.9129812488253407,0.8140495867768595,0.8688212927756654,0.8183041722745625,0.8685714285714285,0.8,0.8702290076335878,0.837465564738292,0.8669201520912547,0.1404191553592682,0.1404191553592682,0.9129812488253407,0.8232323232323232,0.8479087452471483,0.815347721822542,0.841897233201581,0.8534136546184738,0.8765432098765432,0.7805325987144169,0.8098859315589354,0.0,0.1404191553592682,0.9129812488253407,0.8140495867768595,0.8688212927756654,0.8168249660786974,0.8685714285714285,0.8048128342245989,0.8702290076335878,0.8292011019283747,0.8669201520912547
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,cities_10k,base,main,prompt_only,16,0,0.0790238231420517,0.0790238231420517,0.8706217758920668,0.8290793072014585,0.5342541436464089,0.827902707664066,0.13360739979445016,0.833641404805915,0.9558823529411765,0.8222424794895169,0.0718232044198895,0.0,0.0790238231420517,0.8706217758920668,0.8263445761166819,0.556353591160221,0.8295302013422818,0.21042281219272368,0.8145869947275922,0.9553571428571429,0.845031905195989,0.11823204419889503,0.07457473129034042,0.07457473129034042,0.8706217758920668,0.8290793072014585,0.5342541436464089,0.827902707664066,0.13360739979445016,0.833641404805915,0.9558823529411765,0.8222424794895169,0.0718232044198895,0.0,0.07457473129034042,0.8706217758920668,0.8258887876025525,0.556353591160221,0.8290062667860341,0.20886699507389161,0.8144239226033422,0.9636363636363636,0.8441203281677302,0.11712707182320442
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,cities_10k,base,main,prompt_only,16,1,0.11045651137828827,0.11045651137828827,0.8630730964669591,0.8350277264325323,0.5276273022751896,0.8307254623044097,0.1191919191919192,0.8529698149951315,0.8805970149253731,0.8096118299445472,0.06392199349945829,0.0,0.11045651137828827,0.8630730964669591,0.8290203327171903,0.5444203683640303,0.831511839708561,0.18743961352657004,0.8195691202872532,0.8660714285714286,0.8438077634011091,0.10509209100758396,0.09790235757827759,0.09790235757827759,0.8630730964669591,0.8350277264325323,0.5276273022751896,0.8307254623044097,0.1191919191919192,0.8529698149951315,0.8805970149253731,0.8096118299445472,0.06392199349945829,0.0,0.09790235757827759,0.8630730964669591,0.8299445471349353,0.5417118093174431,0.8315018315018315,0.17704280155642024,0.8239564428312159,0.8666666666666667,0.8391866913123844,0.09859154929577464
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,cities_10k,base,main,prompt_only,16,2,0.14956051111221313,0.14956051111221313,0.8632129440704792,0.8249767873723306,0.5262008733624454,0.8174334140435835,0.10882956878850103,0.854251012145749,0.9137931034482759,0.7836583101207056,0.05786026200873363,0.0,0.14956051111221313,0.8632129440704792,0.8184772516248839,0.5491266375545851,0.8215426745778184,0.1949317738791423,0.8078994614003591,0.9090909090909091,0.8356545961002786,0.1091703056768559,0.13609300553798676,0.13609300553798676,0.8632129440704792,0.8249767873723306,0.5262008733624454,0.8174334140435835,0.10882956878850103,0.854251012145749,0.9137931034482759,0.7836583101207056,0.05786026200873363,0.0,0.13609300553798676,0.8632129440704792,0.8221912720519963,0.5474890829694323,0.8240698208543867,0.188050930460333,0.8154545454545454,0.9142857142857143,0.8328690807799443,0.10480349344978165
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,cities_10k,base,main,prompt_only,16,3,0.14165008068084717,0.14165008068084717,0.8704042000440996,0.8311382878645344,0.5155382907880133,0.8239333006375674,0.08008429926238145,0.860655737704918,0.7916666666666666,0.7902163687676388,0.042175360710321866,0.0,0.14165008068084717,0.8704042000440996,0.823612417685795,0.5482796892341842,0.826308476146364,0.20039292730844793,0.8138686131386861,0.8717948717948718,0.839134524929445,0.11320754716981132,0.12071746587753296,0.12071746587753296,0.8704042000440995,0.8311382878645344,0.5155382907880133,0.8239333006375674,0.08008429926238145,0.860655737704918,0.7916666666666666,0.7902163687676388,0.042175360710321866,0.0,0.12071746587753296,0.8704042000440995,0.8264346190028222,0.5405105438401776,0.827328029948526,0.17365269461077845,0.8230912476722533,0.8613861386138614,0.8316086547507056,0.09655937846836848
mistral_7b_instruct,birth_years_4k,base,main,prompt_only,mistral_7b_instruct,cities_10k,base,main,prompt_only,16,4,0.15256112813949585,0.15256112813949585,0.8818728223889455,0.8232323232323232,0.5240128068303095,0.815347721822542,0.09898989898989899,0.8534136546184738,0.9245283018867925,0.7805325987144169,0.052294557097118465,0.0,0.15256112813949585,0.8818728223889455,0.8140495867768595,0.551760939167556,0.8183041722745625,0.2030360531309298,0.8,0.9145299145299145,0.837465564738292,0.11419423692636073,0.1404191553592682,0.1404191553592682,0.8818728223889455,0.8232323232323232,0.5240128068303095,0.815347721822542,0.09898989898989899,0.8534136546184738,0.9245283018867925,0.7805325987144169,0.052294557097118465,0.0,0.1404191553592682,0.8818728223889455,0.8140495867768595,0.5496264674493063,0.8168249660786974,0.1961904761904762,0.8048128342245989,0.911504424778761,0.8292011019283747,0.10992529348986126
