model_id_train,dataset_id_train,prompt_id_train,subset_id_train,input_type_train,model_id_test,dataset_id_test,prompt_id_test,subset_id_test,input_type_test,layer,fold,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__classifier_cut,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__optimal_train_set_cut,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_roc_auc,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_accuracy_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_accuracy_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_f1_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_f1_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_precision_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_precision_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__train_recall_score,direction__center_from_origin_False__classifier_cut_optimal_train_set_cut__test_recall_score,direction__center_from_origin_False__classifier_cut_zero__classifier_cut,direction__center_from_origin_False__classifier_cut_zero__optimal_train_set_cut,direction__center_from_origin_False__classifier_cut_zero__test_roc_auc,direction__center_from_origin_False__classifier_cut_zero__train_accuracy_score,direction__center_from_origin_False__classifier_cut_zero__test_accuracy_score,direction__center_from_origin_False__classifier_cut_zero__train_f1_score,direction__center_from_origin_False__classifier_cut_zero__test_f1_score,direction__center_from_origin_False__classifier_cut_zero__train_precision_score,direction__center_from_origin_False__classifier_cut_zero__test_precision_score,direction__center_from_origin_False__classifier_cut_zero__train_recall_score,direction__center_from_origin_False__classifier_cut_zero__test_recall_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__classifier_cut,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__optimal_train_set_cut,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_roc_auc,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_accuracy_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_accuracy_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_f1_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_f1_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_precision_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_precision_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__train_recall_score,direction__center_from_origin_True__classifier_cut_optimal_train_set_cut__test_recall_score,direction__center_from_origin_True__classifier_cut_zero__classifier_cut,direction__center_from_origin_True__classifier_cut_zero__optimal_train_set_cut,direction__center_from_origin_True__classifier_cut_zero__test_roc_auc,direction__center_from_origin_True__classifier_cut_zero__train_accuracy_score,direction__center_from_origin_True__classifier_cut_zero__test_accuracy_score,direction__center_from_origin_True__classifier_cut_zero__train_f1_score,direction__center_from_origin_True__classifier_cut_zero__test_f1_score,direction__center_from_origin_True__classifier_cut_zero__train_precision_score,direction__center_from_origin_True__classifier_cut_zero__test_precision_score,direction__center_from_origin_True__classifier_cut_zero__train_recall_score,direction__center_from_origin_True__classifier_cut_zero__test_recall_score
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,0,-0.9167811274528503,-0.9167811274528503,0.8403863028299805,0.7862950058072009,0.7645011600928074,0.7929093978615644,0.7736900780379041,0.7691048034934498,0.7446351931330472,0.8182346109175378,0.8051044083526682,0.0,-0.9167811274528503,0.8403863028299805,0.7833914053426249,0.765661252900232,0.7871004566210046,0.7720090293453724,0.7738496071829405,0.7516483516483516,0.8008130081300813,0.7935034802784223,-17.43764305114746,-17.43764305114746,0.8403863028299805,0.7862950058072009,0.7645011600928074,0.7929093978615644,0.7736900780379041,0.7691048034934498,0.7446351931330472,0.8182346109175378,0.8051044083526682,0.0,-17.43764305114746,0.8403863028299805,0.7168989547038328,0.6937354988399071,0.6387550944794368,0.6071428571428571,0.8822927328556807,0.8464730290456431,0.5005807200929152,0.4733178654292343
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,1,-0.9847900867462158,-0.9847900867462158,0.8432624557845991,0.7861205915813424,0.7649164677804295,0.7930654925701706,0.7743413516609393,0.7681236673773987,0.7444933920704846,0.8196814562002275,0.8066825775656324,0.0,-0.9847900867462158,0.8432624557845991,0.784698521046644,0.7673031026252983,0.788370142577579,0.7729918509895227,0.7751511819681144,0.7545454545454545,0.8020477815699659,0.7923627684964201,-18.222259521484375,-18.222259521484375,0.8432624557845991,0.7861205915813424,0.7649164677804295,0.7930654925701706,0.7743413516609393,0.7681236673773987,0.7444933920704846,0.8196814562002275,0.8066825775656324,0.0,-18.222259521484375,0.8432624557845991,0.7081911262798635,0.7052505966587113,0.6230712711241734,0.6217457886676876,0.8796680497925311,0.8675213675213675,0.48236632536973834,0.48448687350835323
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,2,-0.962067723274231,-0.962067723274231,0.8591833910034602,0.7842465753424658,0.7764705882352941,0.790929203539823,0.7850678733031674,0.7671673819742489,0.7559912854030502,0.8162100456621004,0.8164705882352942,0.0,-0.962067723274231,0.8591833910034602,0.781107305936073,0.7776470588235294,0.784973366975049,0.7820069204152249,0.7713498622589532,0.7669683257918553,0.7990867579908676,0.7976470588235294,-17.728790283203125,-17.728790283203125,0.8591889273356401,0.7842465753424658,0.7764705882352941,0.790929203539823,0.7850678733031674,0.7671673819742489,0.7559912854030502,0.8162100456621004,0.8164705882352942,0.0,-17.728790283203125,0.8591889273356401,0.7086187214611872,0.7235294117647059,0.626691042047532,0.6476761619190404,0.8718209562563581,0.8925619834710744,0.4891552511415525,0.508235294117647
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,3,0.17477303743362427,0.17477303743362427,0.8683829096809086,0.7754212667054038,0.7965116279069767,0.7793320011418784,0.7953216374269005,0.765993265993266,0.8,0.7931435212085997,0.7906976744186046,0.0,0.17477303743362427,0.8683829096809086,0.7745496804183614,0.7965116279069767,0.7787913340935005,0.7953216374269005,0.7644096250699496,0.8,0.7937245787332946,0.7906976744186046,-15.8834228515625,-15.8834228515625,0.8683829096809086,0.7754212667054038,0.7965116279069767,0.7793320011418784,0.7953216374269005,0.765993265993266,0.8,0.7931435212085997,0.7906976744186046,0.0,-15.8834228515625,0.8683829096809086,0.7161533991865194,0.7127906976744186,0.6419934041773543,0.6274509803921569,0.8690476190476191,0.8927038626609443,0.5090063916327716,0.48372093023255813
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,44,4,-1.071441411972046,-1.071441411972046,0.8664169717661327,0.7783475783475784,0.8021327014218009,0.7862637362637362,0.8100113765642776,0.7591511936339522,0.7789934354485777,0.8153846153846154,0.8436018957345972,0.0,-1.071441411972046,0.8664169717661327,0.7757834757834757,0.8009478672985783,0.7804741980474198,0.8055555555555556,0.7644808743169399,0.7873303167420814,0.7971509971509971,0.8246445497630331,-16.966463088989258,-16.966463088989258,0.8664169717661327,0.7783475783475784,0.8021327014218009,0.7862637362637362,0.8100113765642776,0.7591511936339522,0.7789934354485777,0.8153846153846154,0.8436018957345972,0.0,-16.966463088989258,0.8664169717661327,0.7213675213675214,0.7239336492890995,0.6502145922746781,0.6558345642540621,0.8731988472622478,0.8705882352941177,0.517948717948718,0.5260663507109005
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,0,-0.9167811274528503,-0.9167811274528503,0.8646909984160649,0.7862950058072009,0.5349740932642487,0.7929093978615644,0.13701923076923078,0.7691048034934498,0.95,0.8182346109175378,0.07383419689119171,0.0,-0.9167811274528503,0.8646909984160649,0.7833914053426249,0.530440414507772,0.7871004566210046,0.11907654921020656,0.7738496071829405,0.9607843137254902,0.8008130081300813,0.06347150259067358,-17.43764305114746,-17.43764305114746,0.8646909984160649,0.7862950058072009,0.5349740932642487,0.7929093978615644,0.13701923076923078,0.7691048034934498,0.95,0.8182346109175378,0.07383419689119171,0.0,-17.43764305114746,0.8646909984160649,0.7168989547038328,0.5045336787564767,0.6387550944794368,0.01797175866495507,0.8822927328556807,1.0,0.5005807200929152,0.009067357512953367
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,1,-0.9847900867462158,-0.9847900867462158,0.8427152002740961,0.7861205915813424,0.5321158690176322,0.7930654925701706,0.12690951821386603,0.7681236673773987,0.9473684210526315,0.8196814562002275,0.06801007556675064,0.0,-0.9847900867462158,0.8427152002740961,0.784698521046644,0.5289672544080605,0.788370142577579,0.11374407582938388,0.7751511819681144,0.96,0.8020477815699659,0.060453400503778336,-18.222259521484375,-18.222259521484375,0.8427152002740961,0.7861205915813424,0.5321158690176322,0.7930654925701706,0.12690951821386603,0.7681236673773987,0.9473684210526315,0.8196814562002275,0.06801007556675064,0.0,-18.222259521484375,0.8427152002740961,0.7081911262798635,0.5,0.6230712711241734,0.0,0.8796680497925311,0.0,0.48236632536973834,0.0
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,2,-0.962067723274231,-0.962067723274231,0.8541797841442863,0.7842465753424658,0.5191616766467065,0.790929203539823,0.09265536723163842,0.7671673819742489,0.82,0.8162100456621004,0.04910179640718563,0.0,-0.962067723274231,0.8541797841442863,0.781107305936073,0.5173652694610779,0.784973366975049,0.08616780045351474,0.7713498622589532,0.8085106382978723,0.7990867579908676,0.045508982035928146,-17.728790283203125,-17.728790283203125,0.8541790670156693,0.7842465753424658,0.5191616766467065,0.790929203539823,0.09265536723163842,0.7671673819742489,0.82,0.8162100456621004,0.04910179640718563,0.0,-17.728790283203125,0.8541790670156693,0.7086187214611872,0.5029940119760479,0.626691042047532,0.011904761904761904,0.8718209562563581,1.0,0.4891552511415525,0.005988023952095809
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,3,0.17477303743362427,0.17477303743362427,0.8472565301289794,0.7754212667054038,0.5218228498074454,0.7793320011418784,0.0925700365408039,0.765993265993266,0.9047619047619048,0.7931435212085997,0.04878048780487805,0.0,0.17477303743362427,0.8472565301289794,0.7745496804183614,0.5224646983311938,0.7787913340935005,0.0948905109489051,0.7644096250699496,0.9069767441860465,0.7937245787332946,0.05006418485237484,-15.8834228515625,-15.8834228515625,0.8472565301289794,0.7754212667054038,0.5218228498074454,0.7793320011418784,0.0925700365408039,0.765993265993266,0.9047619047619048,0.7931435212085997,0.04878048780487805,0.0,-15.8834228515625,0.8472565301289794,0.7161533991865194,0.5025673940949936,0.6419934041773543,0.010217113665389528,0.8690476190476191,1.0,0.5090063916327716,0.005134788189987163
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,cities_10k,base,main,prompt_only,44,4,-1.071441411972046,-1.071441411972046,0.8587675019530076,0.7783475783475784,0.5232558139534884,0.7862637362637362,0.1,0.7591511936339522,0.8913043478260869,0.8153846153846154,0.05297157622739018,0.0,-1.071441411972046,0.8587675019530076,0.7757834757834757,0.5167958656330749,0.7804741980474198,0.07425742574257425,0.7644808743169399,0.8823529411764706,0.7971509971509971,0.03875968992248062,-16.966463088989258,-16.966463088989258,0.8587675019530076,0.7783475783475784,0.5232558139534884,0.7862637362637362,0.1,0.7591511936339522,0.8913043478260869,0.8153846153846154,0.05297157622739018,0.0,-16.966463088989258,0.8587675019530076,0.7213675213675214,0.5025839793281653,0.6502145922746781,0.010282776349614395,0.8731988472622478,1.0,0.517948717948718,0.00516795865633075
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,0,-0.9167811274528503,-0.9167811274528503,0.4642962972506377,0.7862950058072009,0.4746192893401015,0.7929093978615644,0.20689655172413793,0.7691048034934498,0.421875,0.8182346109175378,0.13705583756345177,0.0,-0.9167811274528503,0.4642962972506377,0.7833914053426249,0.47652284263959394,0.7871004566210046,0.18397626112759644,0.7738496071829405,0.4170403587443946,0.8008130081300813,0.11802030456852793,-17.43764305114746,-17.43764305114746,0.4642979077018218,0.7862950058072009,0.4746192893401015,0.7929093978615644,0.20689655172413793,0.7691048034934498,0.421875,0.8182346109175378,0.13705583756345177,0.0,-17.43764305114746,0.4642979077018218,0.7168989547038328,0.5,0.6387550944794368,0.0,0.8822927328556807,0.0,0.5005807200929152,0.0
deepseek_qwen_32b,birth_years_4k,base,main,prompt_only,deepseek_qwen_32b,gsm8k,base_3_shot,main,prompt_only,44,1,-0.9847900867462158,-0.9847900867462158,0.4841456090680152,0.7861205915813424,0.48443579766536965,0.7930654925701706,0.26046511627906976,0.7681236673773987,0.4605263157894737,0.8196814562002275,0.1815823605706874,0.0,-0.9847900867462158,0.4841456090680152,0.784698521046644,0.48313878080415046,0.788370142577579,0.22696411251212414,0.7751511819681144,0.45,0.8020477815699659,0.1517509727626459,-18.222259521484375,-18.222259521484375,0.4841456090680152,0.7861205915813424,0.48443579766536965,0.7930654925701706,0.26046511627906976,0.7681236673773987,0.4605263157894737,0.8196814562002275,0.1815823605706874,0.0,-18.222259521484375,0.4841456090680152,0.7081911262798635,0.5,0.6230712711241734,0.0,0.8796680497925311,0.0,0.48236632536973834,0.0
